id,artist,title,mix,album,key,bpm,genre,datasets,output_filename
1926377,Future Hitmakers,Kiss Me Thru The Phone,A Tribute to Soulja Boy Tell 'Em,Big Eye Music,B minor,,Hip-Hop / R&B,beatport-edm,1926377 Future Hitmakers - Kiss Me Thru The Phone (A Tribute to Soulja Boy Tell 'Em).mp3
1927655,Guy Gerber,Hate Love,,,G minor,,deep-house,giantsteps-key,1927655 Guy Gerber - Hate Love.mp3
1929611,,,,,,173,,giantsteps-tempo,1929611.mp3
1934576,"Diablik, Fanatka",I'm A Bitch,Original Mix,Traffic Records,C# minor,,Hard Dance,beatport-edm,"1934576 Diablik, Fanatka - I'm A Bitch (Original Mix).mp3"
1939732,Emptyset,Altogether Lost feat. Cornelius Harris,Ripperton's Underground Kingdom Mix,,Eb minor,,techno,giantsteps-key,1939732 Emptyset - Altogether Lost feat. Cornelius Harris (Ripperton's Underground Kingdom Mix).mp3
1943706,,,,,,132,,giantsteps-tempo,1943706.mp3
1944125,Helmut Dubnitzky,Move,Original Mix,,C minor,,deep-house,giantsteps-key,1944125 Helmut Dubnitzky - Move (Original Mix).mp3
1948785,Philip Bader,Hou!!!,Original Mix,,E minor,,tech-house,giantsteps-key,1948785 Philip Bader - Hou!!! (Original Mix).mp3
1949099,,,,,E minor,,dubstep,giantsteps-key,1949099.mp3
1950170,Soul Camp,Walk With Me,Silicone Soul Remix,,Bb minor,,deep-house,giantsteps-key,1950170 Soul Camp - Walk With Me (Silicone Soul Remix).mp3
1950701,,,,,,174,,giantsteps-tempo,1950701.mp3
1955621,,,,,,140,,giantsteps-tempo,1955621.mp3
1958231,Sun Nido,Corn Bread,Beans Breaks Mix,Strange World,C# minor,,Breaks,beatport-edm,1958231 Sun Nido - Corn Bread (Beans Breaks Mix).mp3
1958760,Chilled C'Quence,Levels of Rythms,Original Mix,Spectral Records,F# major,,Psy-Trance,beatport-edm,1958760 Chilled C'Quence - Levels of Rythms (Original Mix).mp3
1960032,,,,,C minor,,dubstep,giantsteps-key,1960032.mp3
1960598,,,,,,139,,giantsteps-tempo,1960598.mp3
1964905,,,,,A minor,,techno,giantsteps-key,1964905.mp3
1968659,,,,,,136,,giantsteps-tempo,1968659.mp3
1970992,Shlomi Aber,New York Dreamer,Alix Alvarez Remix,,Ab minor,,deep-house,giantsteps-key,1970992 Shlomi Aber - New York Dreamer (Alix Alvarez Remix).mp3
1971434,"Colin Sales, S.U.Z.Y, Vertical Smile",C'est La Vie,Vertical Smile Remix,Universe Media,A# major,,House,beatport-edm,"1971434 Colin Sales, S.U.Z.Y, Vertical Smile - C'est La Vie (Vertical Smile Remix).mp3"
1973680,,,,,,80,,giantsteps-tempo,1973680.mp3
1974069,"Cosmic Revenge, Beat Connection",Memories,Beat Connection Remix,Car Crash Set,E major,,Electronica / Downtempo,beatport-edm,"1974069 Cosmic Revenge, Beat Connection - Memories (Beat Connection Remix).mp3"
1974485,,,,,,170,,giantsteps-tempo,1974485.mp3
1978917,Bushwacka!,Energy,Original Mix,,D minor,,tech-house,giantsteps-key,1978917 Bushwacka! - Energy (Original Mix).mp3
1980637,Disorder,Peace N Harmonic,Original Mix,Grasshopper Records,D minor,,Psy-Trance,beatport-edm,1980637 Disorder - Peace N Harmonic (Original Mix).mp3
1981132,"Armin van Buuren, Ferry Corsten, Orjan Nilsen",Minack,Orjan Nilsen SuperChunk Remix,Armada Music Bundles,D major,,Trance,beatport-edm,"1981132 Armin van Buuren, Ferry Corsten, Orjan Nilsen - Minack (Orjan Nilsen SuperChunk Remix).mp3"
1981501,Larse,You Broke My Heart (Original Mix) CONYA RECORDS,,,A minor,,deep-house,giantsteps-key,1981501 Larse - You Broke My Heart (Original Mix) CONYA RECORDS.mp3
1982269,Carl Cox,Family Guy,Layo & Bushwacka! Deeper Remix,,A minor,,tech-house,giantsteps-key,1982269 Carl Cox - Family Guy (Layo & Bushwacka! Deeper Remix).mp3
1982430,,,,,,126,,giantsteps-tempo,1982430.mp3
1982431,,,,,,126,,giantsteps-tempo,1982431.mp3
1983975,Pol_On,Will Dance With You,Of Norway Version,,Gb minor,,deep-house,giantsteps-key,1983975 Pol_On - Will Dance With You (Of Norway Version).mp3
1984204,,,,,F minor,,house,giantsteps-key,1984204.mp3
1985174,Animat,Zeros And Ones,Album Mix,The Big Chill Label,D major,,Electronica / Downtempo,beatport-edm,1985174 Animat - Zeros And Ones (Album Mix).mp3
1986370,,,,,Eb minor,,tech-house,giantsteps-key,1986370.mp3
1989603,Takeydo,29state,Original Mix,Electro Superstar,A# minor,,Electro House,beatport-edm,1989603 Takeydo - 29state (Original Mix).mp3
1990297,SIS,Cast Out Of Paradise feat. Anji Bee,Original Mix,,A minor,,tech-house,giantsteps-key,1990297 SIS - Cast Out Of Paradise feat. Anji Bee (Original Mix).mp3
1991458,,,,,B minor,,indie-dance nu-disco,giantsteps-key,1991458.mp3
2003951,Frangellico,Bianca,Original Mix,Mestiza Records,E minor,,Progressive House,beatport-edm,2003951 Frangellico - Bianca (Original Mix).mp3
2006103,Diskjokke,Maneter,Original Mix,,Db minor,,deep-house,giantsteps-key,2006103 Diskjokke - Maneter (Original Mix).mp3
2007977,,,,,Db minor,,progressive-house,giantsteps-key,2007977.mp3
2013128,,,,,,126,,giantsteps-tempo,2013128.mp3
2014445,DJ T.,City Life feat. Cari Golden,Maya Jane Coles Remix,,Eb minor,,tech-house,giantsteps-key,2014445 DJ T. - City Life feat. Cari Golden (Maya Jane Coles Remix).mp3
2016942,Area,All About Money,Original Mix,Projekt,A# major,,Electronica / Downtempo,beatport-edm,2016942 Area - All About Money (Original Mix).mp3
2017315,The Arms of Someone New,Uptown,Original Mix,Projekt,D major,,Electronica / Downtempo,beatport-edm,2017315 The Arms of Someone New - Uptown (Original Mix).mp3
2018991,,,,,C minor,,progressive-house,giantsteps-key,2018991.mp3
2019112,Rysh Paprota,I'll Float For Now,Original Mix,Vise Versa Music,G# major,,Progressive House,beatport-edm,2019112 Rysh Paprota - I'll Float For Now (Original Mix).mp3
2022073,Self Evident,The Celebration,Original Mix,Crude Records,C# minor,,Dubstep,beatport-edm,2022073 Self Evident - The Celebration (Original Mix).mp3
2022116,,,,,,148,,giantsteps-tempo,2022116.mp3
2022519,Deliriant,One Sound Fits All,Original Mix,Nexus Media,F# minor,,Psy-Trance,beatport-edm,2022519 Deliriant - One Sound Fits All (Original Mix).mp3
2024026,Beth Orton,Central Reservation,,,G major,,pop rock,giantsteps-key,2024026 Beth Orton - Central Reservation.mp3
2024668,Sek,Feelin House,Original Mix,Apparel Music,X,,Tech House,beatport-edm,2024668 Sek - Feelin House (Original Mix).mp3
2025670,,,,,C minor,,tech-house,giantsteps-key,2025670.mp3
2026524,,,,,Eb minor,,trance,giantsteps-key,2026524.mp3
2028917,Uomo Suono,Unilaterale,Original Mix,Media Records,C major,,Hard Dance,beatport-edm,2028917 Uomo Suono - Unilaterale (Original Mix).mp3
2029598,,,,,E minor,,progressive-house,giantsteps-key,2029598.mp3
2031094,Audiofly,6 Degrees feat. Fiora,Booka Shade Remix,,A minor,,tech-house,giantsteps-key,2031094 Audiofly - 6 Degrees feat. Fiora (Booka Shade Remix).mp3
2031096,Audiofly,6 Degrees feat. Fiora,Original Mix,,A minor,,tech-house,giantsteps-key,2031096 Audiofly - 6 Degrees feat. Fiora (Original Mix).mp3
2039114,,,,,,120,,giantsteps-tempo,2039114.mp3
2046030,"Moby, Sei A",Lie Down In Darkness,Sei A Remix,Little Idiot,D major,,Electronica / Downtempo,beatport-edm,"2046030 Moby, Sei A - Lie Down In Darkness (Sei A Remix).mp3"
2046342,Lucky Paul,Thought We Were Alone feat. Milosh,Gadi Mizrahi & Eli Gold Remix,,E minor,,deep-house,giantsteps-key,2046342 Lucky Paul - Thought We Were Alone feat. Milosh (Gadi Mizrahi & Eli Gold Remix).mp3
2047796,,,,,D minor,,drum-and-bass,giantsteps-key,2047796.mp3
2047805,"The Noble Six, TwoThirds",Forbidden Kingdom,TwoThirds Remix,"Dirt, Lies & Audio Black",B major,,Drum & Bass,beatport-edm,"2047805 The Noble Six, TwoThirds - Forbidden Kingdom (TwoThirds Remix).mp3"
2048054,Jay Haze,I Wait for You feat. Laila Tov,Original Mix,,C minor,,house,giantsteps-key,2048054 Jay Haze - I Wait for You feat. Laila Tov (Original Mix).mp3
2048806,,,,,,140,,giantsteps-tempo,2048806.mp3
2048940,,,,,G minor,,electro-house,giantsteps-key,2048940.mp3
2049030,Wolfgang Voigt,Frieden,Original Mix,Kompakt,C# major | A# minor,,Techno,beatport-edm,2049030 Wolfgang Voigt - Frieden (Original Mix).mp3
2049680,Ray Foxx,The Trumpeter,Guti Remix,,F minor,,deep-house,giantsteps-key,2049680 Ray Foxx - The Trumpeter (Guti Remix).mp3
2051166,Marco Lys,Go,Original Mix,,E minor,,tech-house,giantsteps-key,2051166 Marco Lys - Go (Original Mix).mp3
2052966,Olene Kadar,Baby Keep It Up feat. D-Low,Pooley's MPC Dub,,Bb minor,,deep-house,giantsteps-key,2052966 Olene Kadar - Baby Keep It Up feat. D-Low (Pooley's MPC Dub).mp3
2053495,,,,,B minor,,deep-house,giantsteps-key,2053495.mp3
2054968,Marco Effe,For Me,Original Mix,,C major,,techno,giantsteps-key,2054968 Marco Effe - For Me (Original Mix).mp3
2059625,Kellerkind,Hidden Carneval,Original Mix,,Gb minor,,tech-house,giantsteps-key,2059625 Kellerkind - Hidden Carneval (Original Mix).mp3
2061659,Huseyin Balci,Nice To Meet U,Svetlio Remix,Hero In My Hood,F minor | F major,,Minimal,beatport-edm,2061659 Huseyin Balci - Nice To Meet U (Svetlio Remix).mp3
2061919,,,,,,140,,giantsteps-tempo,2061919.mp3
2062542,Natalino Nunes,Praia,Original Mix,Jays Records,F minor | F major,,Minimal,beatport-edm,2062542 Natalino Nunes - Praia (Original Mix).mp3
2068812,"Ran, Osher",Pump,Original Mix,Blue Tunes Records,F minor,,Psy-Trance,beatport-edm,"2068812 Ran, Osher - Pump (Original Mix).mp3"
2069519,,,,,F minor,,trance,giantsteps-key,2069519.mp3
2070773,Cab Drivers,Get It,Original Mix,,A minor,,tech-house,giantsteps-key,2070773 Cab Drivers - Get It (Original Mix).mp3
2071203,,,,,,134,,giantsteps-tempo,2071203.mp3
2075331,Silicone Soul,Distant Stab,Silicone Soul's Darkroom Dub Mix,,G minor,,techno,giantsteps-key,2075331 Silicone Soul - Distant Stab (Silicone Soul's Darkroom Dub Mix).mp3
2076953,Dom & Roland,Electric Smile,Original Mix,Dom & Roland Productions,C# major,,Drum & Bass,beatport-edm,2076953 Dom & Roland - Electric Smile (Original Mix).mp3
2081732,,,,,E minor,,minimal,giantsteps-key,2081732.mp3
2083393,,,,,,115,,giantsteps-tempo,2083393.mp3
2083969,,,,,,70,,giantsteps-tempo,2083969.mp3
2088277,,,,,,140.0,,giantsteps-tempo,2088277.mp3
2088281,,,,,,140,,giantsteps-tempo,2088281.mp3
2090586,"Kuana, Kouncilhouse",Steppin',Kouncilhouse Remix,Atomic Zoo Recordings,E major,,Drum & Bass,beatport-edm,"2090586 Kuana, Kouncilhouse - Steppin' (Kouncilhouse Remix).mp3"
2104436,Phrenik,Rocksteady,Original Mix,Simplify Recordings,F minor,,Dubstep,beatport-edm,2104436 Phrenik - Rocksteady (Original Mix).mp3
2422478,"Psidream, Pacific",Tank,Original Mix,Citrus Recordings,G# major,,Drum & Bass,beatport-edm,"2422478 Psidream, Pacific - Tank (Original Mix).mp3"
2422602,,,,,,128,,giantsteps-tempo,2422602.mp3
2423336,"Syndaesia, Hulk",Bukkake,Hulk Remix,Code of Arms,F minor,,Dubstep,beatport-edm,"2423336 Syndaesia, Hulk - Bukkake (Hulk Remix).mp3"
2425817,"Mainer, SVY",More Than Ever,SVY Remix,iVAV Recordings,F# minor,,Minimal,beatport-edm,"2425817 Mainer, SVY - More Than Ever (SVY Remix).mp3"
2426699,DJ Chris,Sax Groove,Original Mix,Baccara Music,C minor,,Deep House,beatport-edm,2426699 DJ Chris - Sax Groove (Original Mix).mp3
2432724,,,,,,126,,giantsteps-tempo,2432724.mp3
2434664,,,,,C major,,progressive-house,giantsteps-key,2434664.mp3
2435069,"Tube Tonic, Kimura, Nicolas Perrottey",Without You,DJ Space Raven Remix Edit,Hard Dance Nation,C# major,,Electronica / Downtempo,beatport-edm,"2435069 Tube Tonic, Kimura, Nicolas Perrottey - Without You (DJ Space Raven Remix Edit).mp3"
2435861,,,,,C minor,,tech-house,giantsteps-key,2435861.mp3
2436276,,,,,A minor,,electro-house,giantsteps-key,2436276.mp3
2436729,,,,,C minor,,electro-house,giantsteps-key,2436729.mp3
2438899,,,,,Bb minor,,breaks,giantsteps-key,2438899.mp3
2440193,,,,,A minor,,progressive-house,giantsteps-key,2440193.mp3
2442269,,,,,,140,,giantsteps-tempo,2442269.mp3
2446138,"Lucas, Reign",Reign,Original Mix,LW Recordings,C# minor | E major,,Dubstep,beatport-edm,"2446138 Lucas, Reign - Reign (Original Mix).mp3"
2447748,Mauro Alpha,Bassline,Original Mix,,Ab minor,,techno,giantsteps-key,2447748 Mauro Alpha - Bassline (Original Mix).mp3
2448121,,,,,F minor,,electro-house,giantsteps-key,2448121.mp3
2664585,"Mirrors, Radioactive Man",Ways To An End,Radioactive Man Instrumental,Skint Records,G major,,Breaks,beatport-edm,"2664585 Mirrors, Radioactive Man - Ways To An End (Radioactive Man Instrumental).mp3"
2666332,"Choklate, Session Victim, Kola Kube",Break My Heart (Session Victim Mix)[Wav],,,A major,,house,giantsteps-key,"2666332 Choklate, Session Victim, Kola Kube - Break My Heart (Session Victim Mix)[Wav].mp3"
2666528,Extrawelt,Neuland,Robag Wruhme Rekksmow 002,,Db minor,,tech-house,giantsteps-key,2666528 Extrawelt - Neuland (Robag Wruhme Rekksmow 002).mp3
2667501,,,,,B minor,,deep-house,giantsteps-key,2667501.mp3
2673157,,,,,B minor,,deep-house,giantsteps-key,2673157.mp3
2673251,Audiofly,Fela,SIS Edit,,Eb minor,,tech-house,giantsteps-key,2673251 Audiofly - Fela (SIS Edit).mp3
2673252,M.A.N.D.Y.,4+1,SIS Edit,,C minor,,tech-house,giantsteps-key,2673252 M.A.N.D.Y. - 4+1 (SIS Edit).mp3
2673254,Lopazz,Funkshovel,SIS Edit,,D minor,,tech-house,giantsteps-key,2673254 Lopazz - Funkshovel (SIS Edit).mp3
2673896,,,,,,129.5,,giantsteps-tempo,2673896.mp3
2676246,,,,,,140,,giantsteps-tempo,2676246.mp3
2676506,,,,,C minor,126,dj-tools,"giantsteps-key, giantsteps-tempo",2676506.mp3
2677224,,,,,,126,,giantsteps-tempo,2677224.mp3
2678362,"Mondo, Pamela Falcon, Tobias Kremer",Rock A Little Bit feat. Pamela Falcon,Tobias Kremer Remix,Kill For This Records,A# major,,Electronica / Downtempo,beatport-edm,"2678362 Mondo, Pamela Falcon, Tobias Kremer - Rock A Little Bit feat. Pamela Falcon (Tobias Kremer Remix).mp3"
2680040,,,,,A minor,,progressive-house,giantsteps-key,2680040.mp3
2702022,,,,,,144,,giantsteps-tempo,2702022.mp3
2702217,Jaunty Beatz,Invader From Outer Space,Special Long Version,Quebolarecords,G# major,,Drum & Bass,beatport-edm,2702217 Jaunty Beatz - Invader From Outer Space (Special Long Version).mp3
2703359,,,,,,174,,giantsteps-tempo,2703359.mp3
2704868,,,,,,64,,giantsteps-tempo,2704868.mp3
2706210,"Piemont, Andhim",Purist,Andhim Remix,plumbum,C# major,,Tech House,beatport-edm,"2706210 Piemont, Andhim - Purist (Andhim Remix).mp3"
2706792,,,,,,172.0,,giantsteps-tempo,2706792.mp3
2706938,Phantom,Classical Mode,Original Mix,Speedsound,B major,,Psy-Trance,beatport-edm,2706938 Phantom - Classical Mode (Original Mix).mp3
2707024,Ronin,Face Death,Original Mix,Pure Alternation,D# minor,,Drum & Bass,beatport-edm,2707024 Ronin - Face Death (Original Mix).mp3
2720752,,,,,,111,,giantsteps-tempo,2720752.mp3
2721806,"Kaskade, Rebecca, Fiona",Turn It Down feat. Rebecca feat. Fiona,Extended Mix,Ultra,G# major,,Big Room,beatport-edm,"2721806 Kaskade, Rebecca, Fiona - Turn It Down feat. Rebecca feat. Fiona (Extended Mix).mp3"
2725284,,,,,G minor,175,drum-and-bass,"giantsteps-key, giantsteps-tempo",2725284.mp3
2725286,,,,,G minor,175,drum-and-bass,"giantsteps-key, giantsteps-tempo",2725286.mp3
2725289,,,,,E minor,,drum-and-bass,giantsteps-key,2725289.mp3
2725290,,,,,G minor,,drum-and-bass,giantsteps-key,2725290.mp3
2725352,,,,,,141,,giantsteps-tempo,2725352.mp3
2725358,,,,,,140,,giantsteps-tempo,2725358.mp3
2725361,,,,,,141,,giantsteps-tempo,2725361.mp3
2726350,,,,,,128,,giantsteps-tempo,2726350.mp3
2726353,,,,,,128,,giantsteps-tempo,2726353.mp3
2726355,,,,,,128.0,,giantsteps-tempo,2726355.mp3
2734649,,,,,,174,,giantsteps-tempo,2734649.mp3
2734862,,,,,,180,,giantsteps-tempo,2734862.mp3
2741219,Kaiserdisco,Lurin,Original Mix,,A minor,,tech-house,giantsteps-key,2741219 Kaiserdisco - Lurin (Original Mix).mp3
2741616,Black Motion,Mumi Wango feat. Soulflow,Motion Drum,NuLu Music,G minor,,Deep House,beatport-edm,2741616 Black Motion - Mumi Wango feat. Soulflow (Motion Drum).mp3
2741734,,,,,,180,,giantsteps-tempo,2741734.mp3
2745205,,,,,,127,,giantsteps-tempo,2745205.mp3
2751688,,,,,,120,,giantsteps-tempo,2751688.mp3
2754261,"Love Assassins, Joy N Pain",Just Fine,Joy n Pain Remix,Big In Ibiza,G major,,Breaks,beatport-edm,"2754261 Love Assassins, Joy N Pain - Just Fine (Joy n Pain Remix).mp3"
2757093,,,,,,80,,giantsteps-tempo,2757093.mp3
2759853,,,,,,128.0,,giantsteps-tempo,2759853.mp3
2760321,,,,,C major,,house,giantsteps-key,2760321.mp3
2763714,Pawn,Click Track Heart,Original Mix,SMOG,A minor,,Dubstep,beatport-edm,2763714 Pawn - Click Track Heart (Original Mix).mp3
2992360,,,,,,123,,giantsteps-tempo,2992360.mp3
2996293,,,,,D major,,progressive-house,giantsteps-key,2996293.mp3
2997186,Future Hip Hop Hitmakers,Kiss Me Thru The Phone,Original Mix,Big Eye Music,B minor,,Hip-Hop / R&B,beatport-edm,2997186 Future Hip Hop Hitmakers - Kiss Me Thru The Phone (Original Mix).mp3
3003894,,,,,C minor,,techno,giantsteps-key,3003894.mp3
3005030,,,,,E minor,,dubstep,giantsteps-key,3005030.mp3
3010576,Sky'high,Look At Me Now,Clean Edit,Xelon Entertainment,F minor,,Hip-Hop / R&B,beatport-edm,3010576 Sky'high - Look At Me Now (Clean Edit).mp3
3011454,DJ Melo,Corrosion,Moombahton Original Mix,Think 2wice,C minor,,Breaks,beatport-edm,3011454 DJ Melo - Corrosion (Moombahton Original Mix).mp3
3013673,,,,,,157,,giantsteps-tempo,3013673.mp3
3013772,,,,,,165,,giantsteps-tempo,3013772.mp3
3014118,,,,,E minor,,chill-out,giantsteps-key,3014118.mp3
3014691,Kevin Dee!,The Sun Always Shines,Extended Mix,Gaathy Recordings,B major,,Electro House,beatport-edm,3014691 Kevin Dee! - The Sun Always Shines (Extended Mix).mp3
3014758,"Ramon, Miguel Valbuena, DJ Pinas",Búscame Feat. Layla,Original Extended Version,Gaathy Recordings,F# major,,Hard Dance,beatport-edm,"3014758 Ramon, Miguel Valbuena, DJ Pinas - Búscame Feat. Layla (Original Extended Version).mp3"
3015217,,,,,F minor,,electro-house,giantsteps-key,3015217.mp3
3016341,,,,,,128,,giantsteps-tempo,3016341.mp3
3018901,Team Radio,Clouday,Original Mix,Speedsound,G minor,,Psy-Trance,beatport-edm,3018901 Team Radio - Clouday (Original Mix).mp3
3020003,Daniel Loubscher,Follow Me,Original Mix,Trance Gold Records,G# minor,,Trance,beatport-edm,3020003 Daniel Loubscher - Follow Me (Original Mix).mp3
3023456,"Bones, B. Brain",Insomnia,Original Mix,Apuruami Records,unknown,,Psy-Trance,beatport-edm,"3023456 Bones, B. Brain - Insomnia (Original Mix).mp3"
3023605,,,,,,145,,giantsteps-tempo,3023605.mp3
3024384,,,,,A minor,,breaks,giantsteps-key,3024384.mp3
3027735,Hunted,Cycles,Original Mix,Stereofly Records,F minor,,Psy-Trance,beatport-edm,3027735 Hunted - Cycles (Original Mix).mp3
3028271,Alex Long,Clip Clap And Audiomat,Original Mix,HFDR,C# major,,Tech House,beatport-edm,3028271 Alex Long - Clip Clap And Audiomat (Original Mix).mp3
3028806,NorTheq,Tiger,Original Mix,Green Alien Records,G minor,,Minimal,beatport-edm,3028806 NorTheq - Tiger (Original Mix).mp3
3033991,My Favorite Robot,Forest Fires - VISIONQUEST,,,C minor,,deep-house,giantsteps-key,3033991 My Favorite Robot - Forest Fires - VISIONQUEST.mp3
3034770,"Dreads Crontrol, Sparrow",Mr. Black,Sparrow Remix,Speedsound,C# minor,,Psy-Trance,beatport-edm,"3034770 Dreads Crontrol, Sparrow - Mr. Black (Sparrow Remix).mp3"
3040535,,,,,,140,,giantsteps-tempo,3040535.mp3
3041381,,,,,,119,,giantsteps-tempo,3041381.mp3
3041383,,,,,,176,,giantsteps-tempo,3041383.mp3
3044568,"Submatic, Albert Tempel",Think About feat. Albert Tempel,Original Mix,Soundtrax Records,G minor,,Drum & Bass,beatport-edm,"3044568 Submatic, Albert Tempel - Think About feat. Albert Tempel (Original Mix).mp3"
3052009,Radioinactive,Mud,Original Mix,Mush Records,C# major,,Hip-Hop / R&B,beatport-edm,3052009 Radioinactive - Mud (Original Mix).mp3
3058700,,,,,,70,,giantsteps-tempo,3058700.mp3
3059880,,,,,,128,,giantsteps-tempo,3059880.mp3
3062618,Edivads,Jackpot,Original Mix,Fish Rec,C minor,,Minimal,beatport-edm,3062618 Edivads - Jackpot (Original Mix).mp3
3062661,,,,,,85,,giantsteps-tempo,3062661.mp3
3069201,Tracey Thorn,Swimming,"Visionquest Remix, Ewan Pearson Re-Edit",,C major,,pop rock,giantsteps-key,"3069201 Tracey Thorn - Swimming (Visionquest Remix, Ewan Pearson Re-Edit).mp3"
3069960,,,,,,140.0,,giantsteps-tempo,3069960.mp3
3070298,Stereo:Type,"Burnout feat. Vent, Bex Riley",Original Mix,,D minor,,electronica,giantsteps-key,"3070298 Stereo_Type - Burnout feat. Vent, Bex Riley (Original Mix).mp3"
3074103,"AVENS, Jas Mace",Surrounding Reality feat. Jas Mace,Original Mix,Dooh! Records,G major,,Electronica / Downtempo,beatport-edm,"3074103 AVENS, Jas Mace - Surrounding Reality feat. Jas Mace (Original Mix).mp3"
3076768,,,,,A major,,tech-house,giantsteps-key,3076768.mp3
3078576,Douglas Palmer,Electronic,Sunset Mix Edit,Mental Madness Records,D minor,,House,beatport-edm,3078576 Douglas Palmer - Electronic (Sunset Mix Edit).mp3
3079792,,,,,,75,,giantsteps-tempo,3079792.mp3
3086101,"Space Tribe, Laughing Buddha",One Drop,Original,Space Tribe Music,G minor,,Psy-Trance,beatport-edm,"3086101 Space Tribe, Laughing Buddha - One Drop (Original).mp3"
3088145,,,,,,63,,giantsteps-tempo,3088145.mp3
3089629,,,,,,86.5,,giantsteps-tempo,3089629.mp3
3091433,,,,,,140,,giantsteps-tempo,3091433.mp3
3091814,,,,,,120,,giantsteps-tempo,3091814.mp3
3093661,,,,,G minor,,electro-house,giantsteps-key,3093661.mp3
3093686,Ferry Corsten,Freefalling,Album Version,Flashover Recordings,C major,,Trance,beatport-edm,3093686 Ferry Corsten - Freefalling (Album Version).mp3
3095574,"Soul Puncherz, Dirty Biz",Show Shocka,Original Mix,Crush Works Recordings,D minor,,Breaks,beatport-edm,"3095574 Soul Puncherz, Dirty Biz - Show Shocka (Original Mix).mp3"
3095708,,,,,G minor,,glitch-hop,giantsteps-key,3095708.mp3
3097674,,,,,,140.0,,giantsteps-tempo,3097674.mp3
3098555,ESD,Dynimaze me!,Original Mix,WarpBrain Records,G minor,,Psy-Trance,beatport-edm,3098555 ESD - Dynimaze me! (Original Mix).mp3
3101046,,,,,,174,,giantsteps-tempo,3101046.mp3
3109241,,,,,,140,,giantsteps-tempo,3109241.mp3
3114501,,,,,Bb minor,,drum-and-bass,giantsteps-key,3114501.mp3
3115087,DZ,Raise Up,Original Mix,Dubline,F# minor,,Dubstep,beatport-edm,3115087 DZ - Raise Up (Original Mix).mp3
3116297,,,,,,140,,giantsteps-tempo,3116297.mp3
3116329,,,,,G minor,,drum-and-bass,giantsteps-key,3116329.mp3
3116337,Speh,Reaching You,Original Mix,Soul Deep Recordings,F major | D minor,,Drum & Bass,beatport-edm,3116337 Speh - Reaching You (Original Mix).mp3
3122906,Solarix,Fragility,Original Mix,Synergetic Records,C# minor | C# major,,Psy-Trance,beatport-edm,3122906 Solarix - Fragility (Original Mix).mp3
3124242,,,,,,130,,giantsteps-tempo,3124242.mp3
3124420,"Marco Del Horno, DJ Swerve","Just Rewind feat. Blacks, Lady Chann",Original Mix,Black Butter Records,C minor,,Hip-Hop / R&B,beatport-edm,"3124420 Marco Del Horno, DJ Swerve - Just Rewind feat. Blacks, Lady Chann (Original Mix).mp3"
3124687,Pierpaolo Effe,Banlieues,Original Mix,Jean Records,C minor,,Electronica / Downtempo,beatport-edm,3124687 Pierpaolo Effe - Banlieues (Original Mix).mp3
3125254,,,,,,140,,giantsteps-tempo,3125254.mp3
3126447,"Carlo Ruetz, Nico Pusch",Life Goes By,Nico Pusch Remix,Ecologico Records,D# minor,,Tech House,beatport-edm,"3126447 Carlo Ruetz, Nico Pusch - Life Goes By (Nico Pusch Remix).mp3"
3128068,,,,,,128,,giantsteps-tempo,3128068.mp3
3128701,,,,,,140,,giantsteps-tempo,3128701.mp3
3129757,,,,,Db minor,,trance,giantsteps-key,3129757.mp3
3130573,,,,,,175,,giantsteps-tempo,3130573.mp3
3133794,,,,,Ab minor,,electro-house,giantsteps-key,3133794.mp3
3134837,,,,,,138,,giantsteps-tempo,3134837.mp3
3137109,"Duncan MacPherson, Erwin Digson, Duncan MacPherson",Unstable,Duncan MacPherson Remix,Dub Tech Recordings (Istmo),C# minor,,Trance,beatport-edm,"3137109 Duncan MacPherson, Erwin Digson, Duncan MacPherson - Unstable (Duncan MacPherson Remix).mp3"
3137686,,,,,A minor,,progressive-house,giantsteps-key,3137686.mp3
3139360,Mindscape,Drive By,Original Mix,DSCI4,C minor,,Drum & Bass,beatport-edm,3139360 Mindscape - Drive By (Original Mix).mp3
3141667,DJ Disa,Odyssey,Original Mix,Transfixion Digital,C# minor,,Hard Dance,beatport-edm,3141667 DJ Disa - Odyssey (Original Mix).mp3
3150078,Maceo Plex,Under The Sheets,Original Mix,,D major,,deep-house,giantsteps-key,3150078 Maceo Plex - Under The Sheets (Original Mix).mp3
3150149,"Jeff Rushin, Ixel",On Off,Ixel Remix,Budenzauber,X,,Minimal,beatport-edm,"3150149 Jeff Rushin, Ixel - On Off (Ixel Remix).mp3"
3151015,,,,,,174,,giantsteps-tempo,3151015.mp3
3151513,,,,,D minor,,deep-house,giantsteps-key,3151513.mp3
3154894,nCamargo,Closer To Yo,Original Mix,All Street Recordings,C# minor,,Drum & Bass,beatport-edm,3154894 nCamargo - Closer To Yo (Original Mix).mp3
3158774,,,,,,166,,giantsteps-tempo,3158774.mp3
3161699,Enfusia,Planet Saw Groove,Original Mix,TRNC Records,D minor,,Electronica / Downtempo,beatport-edm,3161699 Enfusia - Planet Saw Groove (Original Mix).mp3
3162448,Gigamorphosys,Goa Distortioner,Original Mix,TRNC Records,C# minor,,Electronica / Downtempo,beatport-edm,3162448 Gigamorphosys - Goa Distortioner (Original Mix).mp3
3165747,,,,,,140,,giantsteps-tempo,3165747.mp3
